Instance;betaLS;CostSol;time;Capacity;reliability;variance;stochastic_of;stochastic_capacity;deterministic;type_simulation;inversa;weight;seed
GKD-b_18_n50_b02_m15,txt;0,3;72,3;0,29684039699986897;15144,0;0,548;0,2;54,76239999999999;16765,16603390988;False;False;0,6;0,8;764534
GKD-b_19_n50_b02_m15,txt;0,3;76,7;0,0247575000003053;13992,0;0,461;0,1;76,7;13429,294473510228;True;True;0,6;0,8;23456
GKD-b_19_n50_b02_m15,txt;0,3;76,7;0,0247575000003053;13992,0;0,467;0,1;60,86990000000001;15975,91399653858;True;False;0,6;0,8;23456
GKD-b_19_n50_b02_m15,txt;0,3;72,9;0,5294480490001661;14075,0;0,593;0,1;62,3587;15570,337589930945;False;False;0,6;0,8;23456
GKD-b_19_n50_b02_m15,txt;0,3;76,7;0,004439133999767364;14015,0;0,484;0,1;76,7;14449,46924426637;True;True;0,6;0,8;764534
GKD-b_19_n50_b02_m15,txt;0,3;76,7;0,004439133999767364;14015,0;0,491;0,1;61,58270000000001;15909,909857111128;True;False;0,6;0,8;764534
GKD-b_19_n50_b02_m15,txt;0,3;72,4;0,0;14154,0;0,647;0,1;64,91640000000001;15417,30509469424;False;False;0,6;0,8;764534
GKD-b_19_n50_b02_m15,txt;0,3;76,7;0,024807481000607368;13992,0;0,435;0,15;76,7;14259,018187402313;True;True;0,6;0,8;23456
GKD-b_19_n50_b02_m15,txt;0,3;76,7;0,024807481000607368;13992,0;0,398;0,15;58,820600000000006;16239,942920646;True;False;0,6;0,8;23456
GKD-b_19_n50_b02_m15,txt;0,3;72,9;3,395183597000141;14580,0;0,839;0,15;68,7301;15052,159726686295;False;False;0,6;0,8;23456
GKD-b_19_n50_b02_m15,txt;0,3;76,7;0,003814431999671797;14015,0;0,408;0,15;76,7;14199,412405145975;True;True;0,6;0,8;764534
GKD-b_19_n50_b02_m15,txt;0,3;76,7;0,003814431999671797;14015,0;0,429;0,15;57,171800000000005;16152,550302622416;True;False;0,6;0,8;764534
GKD-b_19_n50_b02_m15,txt;0,3;75,1;0,2585826309996264;14171,0;0,553;0,15;62,539300000000004;15779,020356292602;False;False;0,6;0,8;764534
GKD-b_19_n50_b02_m15,txt;0,3;76,7;0,15024427699972875;13992,0;0,361;0,2;76,7;13967,269881779252;True;True;0,6;0,8;23456
GKD-b_19_n50_b02_m15,txt;0,3;76,7;0,15024427699972875;13992,0;0,337;0,2;58,20229999999999;16477,124113584934;True;False;0,6;0,8;23456
